"","game_str","play_id","Batter_Time_HF","throw_time","count_1B","count_OB","runner_on_1B","runner_on_B","Hit","Out","diff","hit_pred"
"274","1903_30_TeamNF_TeamA2",106,4450,4250,0,0,0,0,0,1,200,0.119202922022118
"275","1903_30_TeamNF_TeamA2",113,4300,3950,0,0,0,0,0,1,350,0.0109869426305932
"276","1903_30_TeamNF_TeamA2",138,5000,4650,0,0,0,0,0,1,350,0.0109869426305932
"277","1903_30_TeamNF_TeamA2",140,4800,4350,0,0,0,0,0,1,450,0.00209382511565899
"278","1903_30_TeamNF_TeamA2",147,4150,3900,0,51,0,1,0,1,250,0.0555492601576117
"279","1903_30_TeamNF_TeamA2",171,4450,3750,0,0,0,0,0,1,700,3.25294129755402e-05
"280","1903_30_TeamNF_TeamA2",193,4600,4400,0,0,0,0,1,0,200,0.119202922022118
"281","1903_30_TeamNF_TeamA2",197,4950,4300,0,0,0,0,0,1,650,7.48462275106112e-05
"282","1903_30_TeamNF_TeamA2",212,4400,4100,0,0,0,0,0,1,300,0.024924426647114
"283","1903_30_TeamNF_TeamA2",259,4450,3900,0,23,0,1,0,1,550,0.000396145275328598
"284","1903_31_TeamNB_TeamA1",124,4450,4050,0,160,0,1,0,1,400,0.00480475288715952
"285","1903_31_TeamNB_TeamA1",132,4200,3950,0,0,0,0,0,1,250,0.0555492601576117
"286","1903_31_TeamNB_TeamA1",290,4250,3950,0,0,0,0,0,1,300,0.024924426647114
"287","1903_32_TeamNB_TeamA1",132,4300,4050,0,71,0,1,1,0,250,0.0555492601576117
