"","game_str","play_id","pos_throw","ball_in","ball_out","time_transfer"
"411","1902_14_TeamMD_TeamA2",280,5,9727415,9729215,1800
"412","1902_14_TeamMD_TeamA2",284,4,9838365,9839465,1100
"413","1902_14_TeamMD_TeamA2",314,4,10903265,10904015,750
"414","1902_14_TeamMD_TeamA2",327,6,11389815,11391415,1600
"415","1902_14_TeamMK_TeamB",9,6,198685,200085,1400
"416","1902_14_TeamMK_TeamB",26,6,844285,845085,800
"417","1902_14_TeamMK_TeamB",104,4,3323485,3325035,1550
"418","1902_14_TeamMK_TeamB",113,4,3625335,3626485,1150
"419","1902_14_TeamMK_TeamB",118,6,3756435,3757135,700
"420","1902_14_TeamMK_TeamB",160,6,5155985,5156785,800
"421","1902_14_TeamMK_TeamB",298,5,9800635,9802085,1450
"422","1902_15_TeamMK_TeamB",24,4,780964,781614,650
"423","1902_15_TeamMK_TeamB",40,5,1207214,1208764,1550
"424","1902_15_TeamMK_TeamB",53,4,1544364,1545564,1200
"425","1902_15_TeamMK_TeamB",93,4,3026014,3027264,1250
"426","1902_15_TeamMK_TeamB",99,5,3219614,3220314,700
"427","1902_15_TeamMK_TeamB",127,5,4211914,4212914,1000
"428","1902_15_TeamMK_TeamB",183,4,6143364,6144514,1150
"429","1902_15_TeamMK_TeamB",191,4,6487664,6488664,1000
"430","1902_15_TeamMK_TeamB",209,6,7206914,7207964,1050
"431","1902_15_TeamMK_TeamB",257,4,8903064,8904364,1300
"432","1902_15_TeamMK_TeamB",261,4,9171114,9172514,1400
"433","1902_16_TeamMD_TeamA2",24,4,676856,678206,1350
"434","1902_16_TeamMD_TeamA2",77,6,2525967,2526717,750
"435","1902_16_TeamMD_TeamA2",83,4,2836051,2836851,800
"436","1902_16_TeamMD_TeamA2",84,6,2869101,2870351,1250
"437","1902_16_TeamMD_TeamA2",90,6,3121801,3123001,1200
"438","1902_16_TeamMD_TeamA2",112,6,3866966,3867766,800
"439","1902_16_TeamMD_TeamA2",127,4,4431516,4432416,900
"440","1902_16_TeamMD_TeamA2",131,5,4536066,4537016,950
"441","1902_16_TeamMD_TeamA2",146,4,4924366,4925616,1250
"442","1902_16_TeamMD_TeamA2",149,5,5099566,5101116,1550
"443","1902_16_TeamMD_TeamA2",179,4,6037366,6038466,1100
"444","1902_16_TeamMD_TeamA2",189,6,6444566,6445616,1050
"445","1902_16_TeamMD_TeamA2",205,5,7178716,7180766,2050
"446","1902_16_TeamMD_TeamA2",237,5,8240616,8241666,1050
"447","1902_16_TeamMD_TeamA2",244,5,8487316,8489066,1750
"448","1902_16_TeamMD_TeamA2",265,4,9133966,9134516,550
"449","1902_17_TeamMB_TeamA1",2,4,54734,55984,1250
"450","1902_17_TeamMB_TeamA1",9,4,195534,196934,1400
"451","1902_17_TeamMB_TeamA1",38,4,1311284,1312234,950
"452","1902_17_TeamMB_TeamA1",54,5,1778234,1779534,1300
"453","1902_17_TeamMB_TeamA1",56,6,1836534,1837884,1350
"454","1902_17_TeamMB_TeamA1",57,6,1880134,1881284,1150
"455","1902_17_TeamMB_TeamA1",59,4,2043534,2045284,1750
"456","1902_17_TeamMB_TeamA1",80,4,2704934,2705634,700
"457","1902_17_TeamMB_TeamA1",99,4,3421320,3422220,900
"458","1902_17_TeamMB_TeamA1",102,6,3611870,3613070,1200
"459","1902_17_TeamMB_TeamA1",103,6,3640270,3641120,850
"460","1902_17_TeamMB_TeamA1",123,6,4552118,4553468,1350
"461","1902_17_TeamMB_TeamA1",129,6,4682668,4683218,550
"462","1902_17_TeamMB_TeamA1",202,4,7114332,7115132,800
"463","1902_17_TeamMB_TeamA1",246,4,8514182,8515632,1450
"464","1902_18_TeamMB_TeamA1",28,6,844654,845604,950
"465","1902_18_TeamMB_TeamA1",31,4,950504,951704,1200
"466","1902_18_TeamMB_TeamA1",48,4,1542004,1543304,1300
"467","1902_18_TeamMB_TeamA1",75,6,2719654,2720754,1100
"468","1902_18_TeamMB_TeamA1",86,5,2945604,2946704,1100
"469","1902_18_TeamMB_TeamA1",96,6,3464654,3465854,1200
"470","1902_18_TeamMB_TeamA1",112,4,3950604,3951504,900
"471","1902_18_TeamMB_TeamA1",146,4,5214104,5215454,1350
"472","1902_18_TeamMB_TeamA1",158,6,5741254,5742454,1200
"473","1902_18_TeamMB_TeamA1",190,5,6859104,6860754,1650
"474","1902_18_TeamMB_TeamA1",193,5,7112754,7113304,550
"475","1902_19_TeamME_TeamA2",23,5,533437,535237,1800
"476","1902_19_TeamME_TeamA2",24,6,742452,744002,1550
"477","1902_19_TeamME_TeamA2",62,4,2297752,2299352,1600
"478","1902_19_TeamME_TeamA2",154,6,5366502,5367852,1350
"479","1902_19_TeamME_TeamA2",161,5,5536802,5538052,1250
"480","1902_19_TeamME_TeamA2",182,6,6479802,6480302,500
"481","1902_19_TeamME_TeamA2",213,4,7574002,7575352,1350
"482","1902_19_TeamME_TeamA2",235,4,8277102,8278052,950
"483","1902_19_TeamME_TeamA2",243,4,8572852,8575102,2250
"484","1902_19_TeamME_TeamA2",261,4,9284202,9285252,1050
"485","1902_19_TeamME_TeamA2",280,4,9925402,9926652,1250
"486","1902_20_TeamME_TeamA2",8,6,197828,199028,1200
"487","1902_20_TeamME_TeamA2",34,6,1150328,1151028,700
"488","1902_20_TeamME_TeamA2",53,5,1832428,1833578,1150
"489","1902_20_TeamME_TeamA2",95,4,3251128,3252278,1150
"490","1902_20_TeamME_TeamA2",105,4,3747728,3749278,1550
"491","1902_20_TeamME_TeamA2",124,5,4385978,4386678,700
"492","1902_20_TeamME_TeamA2",129,4,4610528,4611428,900
"493","1902_20_TeamME_TeamA2",141,4,5009178,5010478,1300
"494","1902_20_TeamME_TeamA2",171,4,6308678,6309778,1100
"495","1902_20_TeamME_TeamA2",193,6,7094078,7095028,950
"496","1902_20_TeamME_TeamA2",198,6,7234978,7235378,400
"497","1902_20_TeamME_TeamA2",232,5,8860028,8861178,1150
"498","1902_21_TeamME_TeamA2",4,6,53608,54658,1050
"499","1902_21_TeamME_TeamA2",21,4,633908,634658,750
"500","1902_21_TeamME_TeamA2",33,6,904908,905608,700
"501","1902_21_TeamME_TeamA2",76,4,2686458,2688058,1600
"502","1902_21_TeamME_TeamA2",86,6,3091708,3093108,1400
"503","1902_21_TeamME_TeamA2",99,4,3610058,3611358,1300
"504","1902_21_TeamME_TeamA2",111,6,4020858,4021558,700
"505","1902_21_TeamME_TeamA2",141,4,4887358,4888608,1250
"506","1902_21_TeamME_TeamA2",143,5,5064408,5065458,1050
"507","1902_21_TeamME_TeamA2",174,4,6306108,6307208,1100
"508","1902_21_TeamME_TeamA2",187,5,6923808,6925458,1650
"509","1902_22_TeamMA_TeamA1",75,4,2638540,2639040,500
"510","1902_22_TeamMA_TeamA1",84,6,3054240,3054840,600
"511","1902_22_TeamMA_TeamA1",104,4,3681740,3682640,900
"512","1902_22_TeamMA_TeamA1",155,4,5519840,5521240,1400
"513","1902_22_TeamMA_TeamA1",157,5,5679790,5681840,2050
"514","1902_22_TeamMA_TeamA1",161,4,5780040,5781190,1150
"515","1902_22_TeamMA_TeamA1",164,6,5859040,5860240,1200
"516","1902_22_TeamMA_TeamA1",182,6,6391390,6392290,900
"517","1902_22_TeamMA_TeamA1",193,6,6793790,6794440,650
"518","1902_22_TeamMA_TeamA1",195,5,6840940,6841540,600
"519","1902_22_TeamMA_TeamA1",249,4,8903090,8903940,850
"520","1902_23_TeamMA_TeamA1",3,4,42588,43088,500
"521","1902_23_TeamMA_TeamA1",6,4,104788,106138,1350
"522","1902_23_TeamMA_TeamA1",31,6,883088,884288,1200
"523","1902_23_TeamMA_TeamA1",39,6,1212338,1213138,800
"524","1902_23_TeamMA_TeamA1",130,4,4377088,4378388,1300
"525","1902_23_TeamMA_TeamA1",152,6,5080488,5081488,1000
"526","1902_23_TeamMA_TeamA1",221,4,7739388,7740138,750
"527","1902_23_TeamMA_TeamA1",222,4,8083288,8083838,550
"528","1902_23_TeamMA_TeamA1",255,4,9313938,9314738,800
"529","1902_24_TeamMA_TeamA1",10,5,260627,262376,1749
"530","1902_24_TeamMA_TeamA1",14,4,383981,384839,858
"531","1902_24_TeamMA_TeamA1",27,6,779486,780443,957
"532","1902_24_TeamMA_TeamA1",58,6,1813872,1815621,1749
"533","1902_24_TeamMA_TeamA1",65,4,1980918,1981677,759
"534","1902_24_TeamMA_TeamA1",74,4,2318245,2318971,726
"535","1902_24_TeamMA_TeamA1",76,4,2365897,2367382,1485
"536","1902_24_TeamMA_TeamA1",85,5,2599933,2600956,1023
"537","1902_24_TeamMA_TeamA1",141,6,4736409,4737894,1485
"538","1902_24_TeamMA_TeamA1",234,5,8047830,8048952,1122
"539","1902_24_TeamMA_TeamA1",240,6,8241705,8243124,1419
"540","1902_24_TeamMA_TeamA1",278,6,9526232,9527387,1155
"541","1902_24_TeamMA_TeamA1",283,5,9762908,9764624,1716
"542","1902_24_TeamMA_TeamA1",284,6,9800165,9800891,726
"543","1902_24_TeamMA_TeamA1",327,6,11473200,11474124,924
"544","1902_25_TeamMH_TeamA3",79,5,2443512,2444212,700
"545","1902_25_TeamMH_TeamA3",87,5,2605012,2606462,1450
"546","1902_25_TeamMH_TeamA3",122,4,3892962,3893762,800
"547","1902_25_TeamMH_TeamA3",126,5,3988812,3990362,1550
"548","1902_25_TeamMH_TeamA3",151,4,4894312,4895062,750
"549","1902_25_TeamMH_TeamA3",157,6,5040862,5042112,1250
"550","1902_25_TeamMH_TeamA3",169,5,5463612,5465212,1600
"551","1902_25_TeamMH_TeamA3",322,6,10474747,10475397,650
"552","1902_26_TeamMC_TeamA1",8,6,606177,606877,700
"553","1902_26_TeamMC_TeamA1",48,4,1882327,1883177,850
"554","1902_26_TeamMC_TeamA1",56,6,2077877,2079077,1200
"555","1902_26_TeamMC_TeamA1",115,5,4016327,4017827,1500
"556","1902_26_TeamMC_TeamA1",120,6,4221277,4221977,700
"557","1902_26_TeamMC_TeamA1",188,4,6548677,6550577,1900
"558","1902_26_TeamMC_TeamA1",199,6,7013427,7013977,550
"559","1902_26_TeamMC_TeamA1",204,5,7284477,7286127,1650
"560","1902_26_TeamMC_TeamA1",230,5,8073627,8074727,1100
"561","1902_26_TeamMC_TeamA1",254,5,8977277,8977927,650
"562","1902_26_TeamMH_TeamA3",4,5,69106,70306,1200
"563","1902_26_TeamMH_TeamA3",99,5,3113706,3115556,1850
"564","1902_26_TeamMH_TeamA3",111,6,3509106,3510006,900
"565","1902_26_TeamMH_TeamA3",130,4,4129256,4130356,1100
"566","1902_26_TeamMH_TeamA3",156,5,5064856,5066706,1850
"567","1902_26_TeamMH_TeamA3",166,4,5460306,5461656,1350
"568","1902_26_TeamMH_TeamA3",202,6,6690556,6691506,950
"569","1902_26_TeamMH_TeamA3",254,6,8671358,8672008,650
"570","1902_26_TeamMH_TeamA3",260,6,8853708,8855108,1400
"571","1902_26_TeamMH_TeamA3",291,4,9972308,9973158,850
"572","1902_26_TeamMH_TeamA3",297,4,10128808,10129858,1050
"573","1902_27_TeamMH_TeamA3",57,4,1856122,1857072,950
"574","1902_27_TeamMH_TeamA3",191,5,6673972,6675872,1900
"575","1902_27_TeamMH_TeamA3",265,5,8906822,8907522,700
"576","1902_27_TeamMH_TeamA3",282,4,9566022,9567272,1250
"577","1902_28_TeamMC_TeamA1",16,5,619355,620705,1350
"578","1902_28_TeamMC_TeamA1",28,4,1004905,1005955,1050
"579","1902_28_TeamMC_TeamA1",44,4,1650555,1651405,850
"580","1902_28_TeamMC_TeamA1",57,4,2085105,2086005,900
"581","1902_28_TeamMC_TeamA1",71,4,2530305,2531655,1350
"582","1902_28_TeamMC_TeamA1",149,4,5550705,5551255,550
"583","1902_28_TeamMC_TeamA1",167,4,6139505,6140205,700
"584","1902_28_TeamMC_TeamA1",179,5,6607355,6608355,1000
"585","1902_28_TeamMC_TeamA1",192,4,7082955,7084555,1600
"586","1902_29_TeamMF_TeamA2",5,6,112818,114268,1450
"587","1902_29_TeamMF_TeamA2",15,5,512368,513468,1100
"588","1902_29_TeamMF_TeamA2",20,4,640818,641668,850
"589","1902_29_TeamMF_TeamA2",24,4,850768,851818,1050
"590","1902_29_TeamMF_TeamA2",30,4,972868,974368,1500
"591","1902_29_TeamMF_TeamA2",47,4,1571668,1572418,750
"592","1902_29_TeamMF_TeamA2",95,6,3778310,3779460,1150
"593","1902_29_TeamMF_TeamA2",132,6,5299610,5301060,1450
"594","1902_29_TeamMF_TeamA2",136,5,5394110,5395610,1500
"595","1902_29_TeamMF_TeamA2",159,5,6252910,6254310,1400
"596","1902_29_TeamMF_TeamA2",160,4,6286960,6288260,1300
"597","1902_29_TeamMF_TeamA2",222,5,8666860,8668310,1450
"598","1902_30_TeamMF_TeamA2",20,5,474350,476000,1650
"599","1902_30_TeamMF_TeamA2",29,6,907104,907654,550
"600","1902_30_TeamMF_TeamA2",37,4,1189104,1189954,850
"601","1902_30_TeamMF_TeamA2",150,4,4861729,4863579,1850
"602","1902_30_TeamMF_TeamA2",155,4,5212479,5213579,1100
"603","1902_30_TeamMF_TeamA2",178,4,6065329,6066329,1000
"604","1902_30_TeamMF_TeamA2",194,5,6723079,6723779,700
"605","1902_30_TeamMF_TeamA2",227,6,7853579,7854379,800
"606","1902_30_TeamMF_TeamA2",248,6,8590479,8590979,500
"607","1902_30_TeamMF_TeamA2",273,4,9496379,9497429,1050
"608","1902_30_TeamMF_TeamA2",320,4,11418164,11419014,850
"609","1902_31_TeamMF_TeamA2",19,5,520346,521546,1200
"610","1902_31_TeamMF_TeamA2",35,4,976246,977596,1350
"611","1902_31_TeamMF_TeamA2",66,6,1860696,1861796,1100
"612","1902_31_TeamMF_TeamA2",71,4,1964196,1965246,1050
"613","1902_31_TeamMF_TeamA2",188,6,5959246,5960746,1500
"614","1902_31_TeamMF_TeamA2",203,4,6460146,6461596,1450
"615","1902_31_TeamMF_TeamA2",245,6,7942046,7943646,1600
"616","1902_31_TeamMF_TeamA2",287,6,9336846,9338796,1950
"617","1903_01_TeamNE_TeamA2",18,6,460212,461301,1089
"618","1903_01_TeamNE_TeamA2",38,5,1092459,1094175,1716
"619","1903_01_TeamNE_TeamA2",58,6,1616896,1618117,1221
"620","1903_01_TeamNE_TeamA2",117,6,3638082,3639039,957
"621","1903_01_TeamNE_TeamA2",119,6,3794238,3795327,1089
"622","1903_01_TeamNE_TeamA2",185,4,6119948,6121268,1320
"623","1903_01_TeamNE_TeamA2",260,4,8667386,8668772,1386
"624","1903_01_TeamNE_TeamA2",326,5,10931419,10932706,1287
"625","1903_02_TeamNE_TeamA2",42,4,1202325,1203525,1200
"626","1903_02_TeamNE_TeamA2",46,6,1409175,1410325,1150
"627","1903_02_TeamNE_TeamA2",49,5,1491375,1492975,1600
"628","1903_02_TeamNE_TeamA2",55,5,1693175,1694175,1000
"629","1903_02_TeamNE_TeamA2",62,6,2163591,2164841,1250
"630","1903_02_TeamNE_TeamA2",72,6,3221587,3222287,700
"631","1903_02_TeamNE_TeamA2",96,6,4104537,4105237,700
"632","1903_02_TeamNE_TeamA2",138,6,5684337,5685537,1200
"633","1903_02_TeamNE_TeamA2",141,4,5755537,5757087,1550
"634","1903_02_TeamNE_TeamA2",147,4,5907887,5908887,1000
"635","1903_02_TeamNE_TeamA2",151,5,6073137,6074837,1700
"636","1903_02_TeamNE_TeamA2",152,6,6104587,6105737,1150
"637","1903_02_TeamNE_TeamA2",168,5,6555787,6557387,1600
"638","1903_02_TeamNE_TeamA2",171,5,6759837,6761137,1300
"639","1903_02_TeamNE_TeamA2",194,6,7422387,7423137,750
"640","1903_03_TeamNE_TeamA2",36,6,985678,986528,850
"641","1903_03_TeamNE_TeamA2",52,6,1381528,1382178,650
"642","1903_03_TeamNE_TeamA2",55,4,1433078,1433928,850
"643","1903_03_TeamNE_TeamA2",62,4,1729028,1730478,1450
"644","1903_03_TeamNE_TeamA2",90,5,2604678,2605278,600
"645","1903_03_TeamNE_TeamA2",96,6,2731578,2733478,1900
"646","1903_03_TeamNE_TeamA2",128,5,3630978,3631678,700
"647","1903_03_TeamNE_TeamA2",148,4,4335328,4336028,700
"648","1903_03_TeamNE_TeamA2",166,6,5037728,5038778,1050
"649","1903_03_TeamNE_TeamA2",173,5,5189178,5190528,1350
"650","1903_03_TeamNE_TeamA2",176,4,5363678,5364728,1050
"651","1903_03_TeamNE_TeamA2",214,5,6773428,6774728,1300
"652","1903_03_TeamNE_TeamA2",231,5,7385728,7386728,1000
"653","1903_04_TeamNC_TeamA1",25,4,841619,843069,1450
"654","1903_04_TeamNC_TeamA1",67,5,2383419,2384919,1500
"655","1903_04_TeamNC_TeamA1",109,4,3906619,3908219,1600
"656","1903_04_TeamNC_TeamA1",111,5,3958669,3959669,1000
"657","1903_04_TeamNC_TeamA1",121,5,4379269,4380319,1050
"658","1903_04_TeamNC_TeamA1",144,5,5139769,5140519,750
"659","1903_05_TeamND_TeamA2",57,4,1546612,1548562,1950
"660","1903_05_TeamND_TeamA2",190,4,5914162,5915112,950
"661","1903_05_TeamND_TeamA2",193,4,6019812,6020562,750
"662","1903_05_TeamND_TeamA2",204,4,6460962,6462462,1500
"663","1903_05_TeamND_TeamA2",280,4,9099312,9100462,1150
"664","1903_05_TeamND_TeamA2",297,6,9644462,9645712,1250
"665","1903_06_TeamND_TeamA2",17,6,462524,463274,750
"666","1903_06_TeamND_TeamA2",29,4,820324,821874,1550
"667","1903_06_TeamND_TeamA2",36,6,1059374,1060774,1400
"668","1903_06_TeamND_TeamA2",88,6,2746624,2747574,950
"669","1903_06_TeamND_TeamA2",93,6,2888174,2889224,1050
"670","1903_06_TeamND_TeamA2",123,4,3951724,3952974,1250
"671","1903_06_TeamND_TeamA2",157,5,5154274,5155474,1200
"672","1903_06_TeamND_TeamA2",207,6,6961374,6962224,850
"673","1903_06_TeamND_TeamA2",248,6,8341674,8342274,600
"674","1903_07_TeamND_TeamA2",74,6,2104323,2104923,600
"675","1903_07_TeamND_TeamA2",81,5,2240223,2241623,1400
"676","1903_07_TeamND_TeamA2",110,4,3209723,3210523,800
"677","1903_07_TeamND_TeamA2",120,4,3550873,3551923,1050
"678","1903_07_TeamND_TeamA2",125,4,3679273,3680923,1650
"679","1903_07_TeamND_TeamA2",290,6,9484573,9485773,1200
"680","1903_07_TeamND_TeamA2",313,4,10392073,10392773,700
"681","1903_07_TeamND_TeamA2",322,4,10779073,10780373,1300
"682","1903_08_TeamNJ_TeamB",37,4,1171817,1172967,1150
"683","1903_08_TeamNJ_TeamB",54,4,1852267,1853417,1150
"684","1903_08_TeamNJ_TeamB",64,6,2156517,2157467,950
"685","1903_08_TeamNJ_TeamB",90,5,3041067,3042117,1050
"686","1903_08_TeamNJ_TeamB",101,4,3418567,3419067,500
"687","1903_08_TeamNJ_TeamB",103,6,3570417,3571017,600
"688","1903_08_TeamNJ_TeamB",107,4,3650617,3651467,850
"689","1903_08_TeamNJ_TeamB",111,5,3870567,3872567,2000
"690","1903_08_TeamNJ_TeamB",124,5,4255267,4257267,2000
"691","1903_08_TeamNJ_TeamB",133,6,4620267,4622167,1900
"692","1903_08_TeamNJ_TeamB",173,4,6133517,6134917,1400
"693","1903_08_TeamNJ_TeamB",175,4,6304617,6305267,650
"694","1903_08_TeamNJ_TeamB",190,6,6785667,6786567,900
"695","1903_08_TeamNJ_TeamB",192,6,6847767,6849067,1300
"696","1903_08_TeamNJ_TeamB",213,5,7644017,7644567,550
"697","1903_08_TeamNJ_TeamB",218,6,7810767,7811617,850
"698","1903_08_TeamNJ_TeamB",232,6,8366817,8367617,800
"699","1903_08_TeamNJ_TeamB",234,6,8417417,8418367,950
"700","1903_09_TeamNJ_TeamB",15,6,343484,344834,1350
"701","1903_09_TeamNJ_TeamB",50,4,1484634,1485934,1300
"702","1903_09_TeamNJ_TeamB",58,4,1729084,1730134,1050
"703","1903_09_TeamNJ_TeamB",60,5,2382515,2383415,900
"704","1903_09_TeamNJ_TeamB",110,5,4064215,4065915,1700
"705","1903_09_TeamNJ_TeamB",133,4,4918815,4920115,1300
"706","1903_09_TeamNJ_TeamB",173,4,6617115,6617865,750
"707","1903_09_TeamNJ_TeamB",186,4,7207415,7208115,700
"708","1903_09_TeamNJ_TeamB",193,5,7467015,7468315,1300
"709","1903_09_TeamNJ_TeamB",211,4,8130265,8131015,750
"710","1903_09_TeamNJ_TeamB",249,6,9586165,9587415,1250
"711","1903_09_TeamNJ_TeamB",263,4,10133265,10134965,1700
"712","1903_10_TeamNJ_TeamB",12,4,459739,460339,600
"713","1903_10_TeamNJ_TeamB",18,4,624139,624689,550
"714","1903_10_TeamNJ_TeamB",38,6,1304539,1305639,1100
"715","1903_10_TeamNJ_TeamB",67,5,2268389,2270289,1900
"716","1903_10_TeamNJ_TeamB",73,6,2551289,2552089,800
"717","1903_10_TeamNJ_TeamB",95,4,3318689,3319739,1050
"718","1903_10_TeamNJ_TeamB",137,4,4689989,4690539,550
"719","1903_10_TeamNJ_TeamB",200,4,7050722,7051422,700
"720","1903_10_TeamNJ_TeamB",230,5,8037822,8039072,1250
"721","1903_11_TeamNC_TeamA1",52,4,1707650,1709650,2000
"722","1903_11_TeamNC_TeamA1",59,6,1991100,1992100,1000
"723","1903_11_TeamNC_TeamA1",90,4,2970250,2971150,900
"724","1903_11_TeamNC_TeamA1",98,4,8602086,8603086,1000
"725","1903_11_TeamNC_TeamA1",110,4,9098486,9099286,800
"726","1903_11_TeamNC_TeamA1",188,5,11732336,11734336,2000
"727","1903_11_TeamNC_TeamA1",193,4,11956536,11957736,1200
"728","1903_11_TeamNC_TeamA1",200,4,12241436,12242436,1000
"729","1903_11_TeamNC_TeamA1",231,5,13505136,13506236,1100
"730","1903_11_TeamNC_TeamA1",259,4,14537736,14539286,1550
"731","1903_11_TeamNC_TeamA1",263,5,14625086,14626236,1150
"732","1903_11_TeamNC_TeamA1",264,6,14748836,14749636,800
"733","1903_12_TeamNC_TeamA1",24,4,744698,746248,1550
"734","1903_12_TeamNC_TeamA1",35,5,1072848,1074348,1500
"735","1903_12_TeamNC_TeamA1",81,4,2625554,2626804,1250
"736","1903_12_TeamNC_TeamA1",100,5,3277254,3278154,900
"737","1903_12_TeamNC_TeamA1",115,4,3773254,3774004,750
"738","1903_12_TeamNC_TeamA1",121,4,3881404,3882104,700
"739","1903_12_TeamNC_TeamA1",130,4,4266954,4268804,1850
"740","1903_12_TeamNC_TeamA1",208,6,7572404,7573204,800
"741","1903_12_TeamNC_TeamA1",218,4,7983154,7983904,750
"742","1903_12_TeamNC_TeamA1",237,6,8704754,8706054,1300
"743","1903_13_TeamNG_TeamA3",49,4,1461084,1462534,1450
"744","1903_13_TeamNG_TeamA3",56,4,1775784,1776684,900
"745","1903_13_TeamNG_TeamA3",60,6,1865534,1866234,700
"746","1903_13_TeamNG_TeamA3",207,4,6886684,6887334,650
"747","1903_13_TeamNG_TeamA3",255,4,8799684,8800634,950
"748","1903_14_TeamNG_TeamA3",9,5,188932,190582,1650
"749","1903_14_TeamNG_TeamA3",13,6,423332,424032,700
"750","1903_14_TeamNG_TeamA3",45,4,1394132,1394882,750
"751","1903_14_TeamNG_TeamA3",56,5,1712182,1713182,1000
"752","1903_14_TeamNG_TeamA3",84,4,2779622,2780622,1000
"753","1903_14_TeamNG_TeamA3",137,6,5289032,5289932,900
"754","1903_14_TeamNG_TeamA3",192,4,7476621,7477471,850
"755","1903_14_TeamNG_TeamA3",233,4,9008868,9010168,1300
"756","1903_14_TeamNG_TeamA3",246,6,9517618,9518218,600
"757","1903_15_TeamNG_TeamA3",41,6,1386319,1387119,800
"758","1903_15_TeamNG_TeamA3",47,6,1527869,1529269,1400
"759","1903_15_TeamNG_TeamA3",88,6,2744269,2745069,800
"760","1903_15_TeamNG_TeamA3",114,4,3722919,3724319,1400
"761","1903_15_TeamNG_TeamA3",117,6,3819219,3819819,600
"762","1903_15_TeamNG_TeamA3",147,4,4802069,4802919,850
"763","1903_15_TeamNG_TeamA3",158,6,5319169,5320069,900
"764","1903_15_TeamNG_TeamA3",243,4,8044869,8046069,1200
"765","1903_15_TeamNG_TeamA3",271,4,9298169,9298719,550
"766","1903_15_TeamNG_TeamA3",293,4,10036969,10038019,1050
"767","1903_16_TeamNI_TeamA3",25,6,738168,739218,1050
"768","1903_16_TeamNI_TeamA3",82,5,2514968,2516768,1800
"769","1903_16_TeamNI_TeamA3",96,6,2970318,2971518,1200
"770","1903_16_TeamNI_TeamA3",141,6,4505668,4506768,1100
"771","1903_16_TeamNI_TeamA3",162,5,5181518,5182318,800
"772","1903_16_TeamNI_TeamA3",177,4,5673418,5674968,1550
"773","1903_16_TeamNI_TeamA3",219,4,6927268,6928618,1350
"774","1903_16_TeamNI_TeamA3",276,6,8891321,8892321,1000
"775","1903_17_TeamNI_TeamA3",6,6,83769,84869,1100
"776","1903_17_TeamNI_TeamA3",43,4,1425383,1427233,1850
"777","1903_17_TeamNI_TeamA3",84,4,2835933,2837583,1650
"778","1903_17_TeamNI_TeamA3",98,5,3511663,3513363,1700
"779","1903_17_TeamNI_TeamA3",109,4,3965213,3966013,800
"780","1903_17_TeamNI_TeamA3",121,4,4486863,4488513,1650
"781","1903_17_TeamNI_TeamA3",138,4,4948363,4948963,600
"782","1903_17_TeamNI_TeamA3",193,4,6971113,6972763,1650
"783","1903_17_TeamNI_TeamA3",203,6,7281663,7282813,1150
"784","1903_17_TeamNI_TeamA3",228,6,7994513,7995063,550
"785","1903_17_TeamNI_TeamA3",235,4,8244963,8246363,1400
"786","1903_17_TeamNI_TeamA3",237,5,8289863,8291563,1700
"787","1903_17_TeamNI_TeamA3",255,5,8956157,8957607,1450
"788","1903_18_TeamNI_TeamA3",41,5,1268631,1269731,1100
"789","1903_18_TeamNI_TeamA3",46,4,1369981,1371731,1750
"790","1903_18_TeamNI_TeamA3",50,4,1584131,1585831,1700
"791","1903_18_TeamNI_TeamA3",57,6,1828831,1830381,1550
"792","1903_18_TeamNI_TeamA3",79,6,2453681,2454831,1150
"793","1903_18_TeamNI_TeamA3",81,5,2499831,2500681,850
"794","1903_18_TeamNI_TeamA3",103,4,3279731,3280931,1200
"795","1903_18_TeamNI_TeamA3",123,4,3891531,3893081,1550
"796","1903_18_TeamNI_TeamA3",134,4,4220731,4221381,650
"797","1903_18_TeamNI_TeamA3",154,5,4873081,4874131,1050
"798","1903_18_TeamNI_TeamA3",225,6,7474281,7475531,1250
"799","1903_18_TeamNI_TeamA3",251,6,8434531,8435731,1200
"800","1903_19_TeamNL_TeamB",11,6,276201,277001,800
"801","1903_19_TeamNL_TeamB",14,6,359451,361551,2100
"802","1903_19_TeamNL_TeamB",23,6,712751,713701,950
"803","1903_19_TeamNL_TeamB",48,4,1486901,1488151,1250
"804","1903_19_TeamNL_TeamB",58,4,1820251,1820601,350
"805","1903_19_TeamNL_TeamB",67,4,2125451,2126151,700
"806","1903_19_TeamNL_TeamB",74,6,2373751,2374401,650
"807","1903_19_TeamNL_TeamB",89,4,2876151,2876951,800
"808","1903_19_TeamNL_TeamB",151,4,5141951,5142701,750
"809","1903_19_TeamNL_TeamB",194,5,6681401,6682001,600
"810","1903_19_TeamNL_TeamB",264,6,8979001,8980251,1250
"811","1903_19_TeamNL_TeamB",265,6,9013301,9013901,600
"812","1903_19_TeamNL_TeamB",272,6,9170501,9171201,700
"813","1903_20_TeamNL_TeamB",9,6,217932,219082,1150
"814","1903_20_TeamNL_TeamB",16,5,511832,512882,1050
"815","1903_20_TeamNL_TeamB",31,4,1204866,1206416,1550
"816","1903_20_TeamNL_TeamB",65,4,2351366,2351966,600
"817","1903_20_TeamNL_TeamB",102,4,3380366,3381616,1250
"818","1903_20_TeamNL_TeamB",124,5,4093466,4095316,1850
"819","1903_20_TeamNL_TeamB",131,4,4217466,4218866,1400
