"","game_str","play_id","ball_landing_x","ball_landing_y","ball_landing_z","pos_catch","timestamp_hit_ground","timestamp_get_ball","timestamp_hit_into_play","hang_time","catch","player_start_x","player_start_y","distance_from_start","catch_prob"
"322","1901_08_TeamLK_TeamB",236,-164.928,307.257,-0.5046,7,8655235,8655235,8650535,4700,1,-150.7797,271.482,38.4710932765109,0.999321091143833
"323","1901_08_TeamLK_TeamB",246,-129.2502,229.9335,6.0591,7,9007885,9007885,9005035,2850,1,-128.4003,225.1461,4.86225552290295,0.996358735070714
"324","1901_08_TeamLK_TeamB",250,51.1806,289.578,1.5,8,9262734,9262734,9258984,3750,1,-0.219,317.7837,58.6300297855118,0.772558707746402
"325","1901_09_TeamLK_TeamB",2,172.4112,222.1569,-0.51768,9,100575,100575,97275,3300,1,131.2893,253.9482,51.9778550471256,0.646019841551521
"326","1901_09_TeamLK_TeamB",8,-22.686,347.193,1.5,8,461232,461232,456382,4850,1,-22.6707,294.8856,52.3074022376374,0.997225153810928
"327","1901_09_TeamLK_TeamB",30,113.1987,151.3947,-0.470553,9,1074682,1076682,1072432,2250,0,128.4147,247.0011,96.809660555959,9.63411142320535e-05
"328","1901_09_TeamLK_TeamB",45,0.329841,256.1898,-1.534425,8,1737514,1738064,1735314,2200,0,-16.6368,311.0343,57.4089373449194,0.0191541279465727
"329","1901_09_TeamLK_TeamB",52,-174.2655,235.0257,1.5,7,2106233,2106233,2102983,3250,1,-128.6307,247.1175,47.2096028184945,0.749004289586233
"330","1901_09_TeamLK_TeamB",68,15.27069,238.7622,-0.804615,8,2641133,2641983,2638883,2250,0,-5.2923,311.2515,75.3494205168832,0.00190601158981887
"331","1901_09_TeamLK_TeamB",99,-158.1915,240.9024,-0.908055,7,3749182,3749182,3745382,3800,1,-128.9172,245.1783,29.5849279414366,0.995666340662272
"332","1901_09_TeamLK_TeamB",137,122.2092,262.7193,0.2828511,9,5256530,5256530,5253730,2800,1,129.072,264.1371,7.00772293116674,0.994183904978382
"333","1901_09_TeamLK_TeamB",139,13.6236,362.76,1.5,8,5434080,5434080,5429380,4700,1,-7.7475,290.5893,75.2684120577816,0.897812681369627
"334","1901_09_TeamLK_TeamB",154,-167.805,251.3058,-0.887313,7,5940330,5940330,5937530,2800,1,-129.1164,258.3333,39.3216673884768,0.655672186745155
"335","1901_09_TeamLK_TeamB",180,-70.8663,139.0263,-0.38826,7,6757929,6760579,6756229,1700,0,-140.0619,260.2125,139.549726369492,3.79653221611466e-08
"336","1901_09_TeamLK_TeamB",181,56.5806,287.9757,-0.782799,8,6806279,6807879,6803029,3250,0,-18.5859,318.2496,81.0340159652722,0.0262335128610385
"337","1901_09_TeamLK_TeamB",212,99.3921,286.9344,1.5,9,7983428,7983428,7979878,3550,1,126.7773,247.2282,48.2341320796798,0.878902172527944
"338","1901_09_TeamLK_TeamB",245,100.6662,197.8032,0.78819,9,9052627,9052627,9046227,6400,1,125.4984,245.8176,54.0557190702334,0.999982785113361
"339","1901_09_TeamLK_TeamB",252,-35.2062,375.624,-0.726984,8,9386326,9386326,9381676,4650,1,14.2704,309.4014,82.6641802615861,0.725512187070168
"340","1901_09_TeamLK_TeamB",268,-20.14176,273.5799,-1.234659,7,9959276,9965976,9956676,2600,0,-138.9345,256.764,119.977037676039,1.27681256814969e-05
"341","1901_09_TeamLK_TeamB",269,26.9211,357.207,1.5,8,10018426,10018426,10012526,5900,1,-4.6464,311.1066,55.8726582185777,0.999876349617473
"342","1901_09_TeamLK_TeamB",293,28.9167,300.831,1.5,8,10818025,10818025,10812675,5350,1,-11.481,309.2769,41.2711447878539,0.999892643789021
"343","1901_10_TeamLJ_TeamB",6,96.5985,182.1015,-0.611538,9,292016,293166,290316,1700,0,141.6324,246.7359,78.7759976932695,0.000178894616516148
"344","1901_10_TeamLJ_TeamB",95,33.6939,378.144,1.5,8,3465263,3465263,3459363,5900,1,-10.8756,311.1978,80.4253319837102,0.996244836673895
"345","1901_10_TeamLJ_TeamB",100,169.68,177.2181,1.5,9,3678013,3678013,3673913,4100,1,128.769,238.6878,73.839243895709,0.576726560549054
"346","1901_10_TeamLJ_TeamB",104,33.5469,269.6406,4.80975,8,3773963,3773963,3770513,3450,1,-4.6782,310.1838,55.7217133283786,0.644791487212484
"347","1901_10_TeamLJ_TeamB",113,-45.4914,259.4262,-0.8325,8,4065013,4065713,4062163,2850,0,-4.9926,311.2689,65.7861561784088,0.0537999480599108
"348","1901_10_TeamLJ_TeamB",116,-105.6795,331.356,1.5,7,4143662,4143662,4137712,5950,1,-132.7656,262.9104,73.6101689481148,0.998772122529817
"349","1901_10_TeamLJ_TeamB",133,-61.0569,295.1184,1.5,8,5112812,5112812,5107112,5700,1,-5.6025,312.5112,58.1179831996947,0.999663935673129
"350","1901_10_TeamLJ_TeamB",150,-62.9745,135.0471,0.744876,7,5848661,5850561,5847461,1200,0,-139.3356,257.7114,144.490650520025,3.4216026018168e-09
"351","1901_10_TeamLJ_TeamB",182,131.9493,234.9714,1.5,9,7541459,7541459,7536559,4900,1,123.9726,260.2386,26.4963985992437,0.999935479716286
"352","1901_10_TeamLJ_TeamB",228,-56.2176,172.4508,0.536895,7,9431457,9433857,9429907,1550,0,-138.4638,266.1531,124.677818555387,1.79605652534481e-07
"353","1901_10_TeamLJ_TeamB",230,56.2962,322.656,3.99327,8,9514457,9514457,9511057,3400,1,-5.5977,305.5068,64.2257730031333,0.318818890598258
"354","1901_10_TeamLJ_TeamB",236,86.3409,232.3821,1.493175,9,9747207,9747907,9745007,2200,0,123.1851,254.499,42.9726929485458,0.12710933856882
"355","1901_10_TeamLJ_TeamB",244,89.64,229.7889,-4.15905,9,9949757,9949757,9946857,2900,1,125.0022,257.9439,45.2016505654384,0.542277949298687
"356","1901_11_TeamLJ_TeamB",19,136.0863,213.4317,0.2686248,9,462896,464746,460596,2300,0,139.3164,260.9403,47.6182803130268,0.0971308671013887
"357","1901_11_TeamLJ_TeamB",54,-13.18794,336.336,1.499553,8,1737094,1737094,1731594,5500,1,-13.7631,307.1055,29.2361580799461,0.99998799135281
"358","1901_11_TeamLJ_TeamB",69,-60.5814,264.5469,-1.034904,8,2256294,2258044,2253594,2700,0,-14.3607,315.7371,68.9694837194683,0.0213339468913717
"359","1901_11_TeamLJ_TeamB",73,189.4041,249.5241,1.497183,9,2383094,2384394,2379544,3550,0,119.8197,251.6151,69.6158100172655,0.270186634652415
"360","1901_11_TeamLJ_TeamB",90,17.86521,297.4722,2.760174,8,3016493,3016493,3013443,3050,1,8.0229,307.1076,13.7735979067236,0.993688981073803
"361","1901_11_TeamLJ_TeamB",97,191.6445,213.0207,1.5,9,3191643,3191643,3186793,4850,1,125.2503,253.6782,77.8538508995541,0.911251075087396
"362","1901_11_TeamLJ_TeamB",105,48.2034,247.7697,-0.836499,8,3413293,3414443,3410143,3150,0,0.6711,312.249,80.1055533142366,0.021275350317632
"363","1901_11_TeamLJ_TeamB",184,154.3302,156.0108,-1.925229,9,6928239,6930639,6924539,3700,0,130.5477,263.6454,110.230732662947,0.00217077634212455
"364","1901_11_TeamLJ_TeamB",200,-23.5239,370.539,1.5,8,7547739,7547739,7543139,4600,1,6.2634,308.5497,68.7746796123399,0.938953000871183
"365","1901_11_TeamLJ_TeamB",209,-212.4075,231.8433,1.5,7,7944989,7945389,7940339,4650,0,-134.0172,251.6823,80.861765100015,0.772559156296747
"366","1901_11_TeamLJ_TeamB",225,-74.049,291.5166,1.5,7,8731288,8731288,8726688,4600,1,-139.1655,256.6734,73.8526042769651,0.883542369532374
"367","1901_11_TeamLJ_TeamB",228,73.2534,273.8463,-0.1647915,9,8804788,8804788,8800488,4300,1,116.2623,250.6071,48.8858455572776,0.9886795106442
"368","1901_11_TeamLJ_TeamB",240,-45.8106,330.066,1.494717,8,9242937,9242937,9238387,4550,1,11.0229,323.8833,57.1688070676658,0.984879271850076
"369","1901_11_TeamLJ_TeamB",260,135.2163,179.9055,5.28603,9,9996687,9996687,9991437,5250,1,127.5906,252.6273,73.1205271844371,0.98741885053738
"370","1901_11_TeamLJ_TeamB",293,120.6204,154.134,1.497924,9,11311085,11311085,11305585,5500,1,123.6015,243.2808,89.1966305835036,0.951891717150393
"371","1901_12_TeamLJ_TeamB",29,-167.0139,216.7485,1.5,7,808013,808013,802413,5600,1,-134.3349,273.2862,65.3025923091113,0.998713039806753
"372","1901_12_TeamLJ_TeamB",33,87.9273,222.6846,-1.734513,9,881163,881963,877963,3200,0,128.5074,256.4112,52.7657849706607,0.536969056372773
"373","1901_12_TeamLJ_TeamB",36,-176.4801,178.8528,1.5,7,1013463,1013463,1008113,5350,1,-138.2067,262.056,91.5839813384415,0.894453937882506
"374","1901_12_TeamLJ_TeamB",40,24.3072,359.7,1.5,8,1211413,1211413,1206813,4600,1,8.3319,308.3637,53.7645413611983,0.99201462652739
"375","1901_12_TeamLJ_TeamB",71,98.9496,321.126,1.5,9,2431945,2431945,2427495,4450,1,127.4058,258.8196,68.4970276683595,0.905174264004748
"376","1901_12_TeamLJ_TeamB",95,-74.5095,385.152,1.5,7,3166244,3169444,3160644,5600,0,-135.8556,258.8718,140.39242464339,0.0219608692629186
"377","1901_12_TeamLJ_TeamB",102,-93.2376,273.2766,1.5,7,3458794,3458794,3454094,4700,1,-133.3905,248.3121,47.2808802652827,0.997690151142041
"378","1901_12_TeamLJ_TeamB",108,41.2281,313.113,1.93122,8,3672293,3672293,3668093,4200,1,-13.6986,301.2669,56.1896116564263,0.95728230669781
"379","1901_12_TeamLJ_TeamB",115,-102.4851,207.9918,0.00807231,7,4006893,4007693,4004743,2150,0,-137.6403,256.0584,59.5507021167677,0.0120583664665812
"380","1901_12_TeamLJ_TeamB",123,0.744873,155.4996,-0.1818009,8,4222193,4224243,4220943,1250,0,11.0817,305.9586,150.81366209143,1.68541044429969e-09
"381","1901_12_TeamLJ_TeamB",128,-125.2932,344.955,1.499775,7,4369543,4369543,4364843,4700,1,-134.1906,260.2326,85.1883136851528,0.688383341427888
"382","1901_12_TeamLJ_TeamB",143,-90.9144,246.4863,-0.715521,7,4895792,4896442,4893492,2300,0,-135.5931,263.6898,47.8763683453538,0.0940261701276404
"383","1901_12_TeamLJ_TeamB",150,97.9395,308.019,1.499853,9,5199242,5199242,5194492,4750,1,123.321,246.8247,66.2492482579237,0.973409981321447
"384","1901_12_TeamLJ_TeamB",172,-131.5401,183.7014,-0.542745,7,5950491,5952191,5947741,2750,0,-135.9012,266.9562,83.3689445552119,0.00347730638656031
"385","1901_12_TeamLJ_TeamB",194,3.78726,187.0764,0.645843,8,6671341,6673541,6669441,1900,0,-10.3338,312.8343,126.548226964796,4.6113831021667e-07
"386","1901_12_TeamLJ_TeamB",203,143.5389,198.9171,1.5,9,6998290,6998290,6995390,2900,1,132.7764,239.6538,42.1344293083459,0.644830130275962
"387","1901_12_TeamLJ_TeamB",208,-36.4332,270.5028,-0.445692,8,7117490,7118440,7114390,3100,0,23.1909,305.2194,68.9947506435816,0.0791268254605285
"388","1901_12_TeamLJ_TeamB",217,138.888,190.9443,1.499883,9,7460090,7460090,7454590,5500,1,124.0419,242.7471,53.8881876949856,0.999629014442445
"389","1901_12_TeamLJ_TeamB",235,136.1187,182.0181,-0.0313485,9,7958239,7959639,7955039,3200,0,128.8059,253.2822,71.638320699539,0.0773863964459498
"390","1901_13_TeamLL_TeamB",11,73.8666,131.5281,-0.475353,9,235075,238175,233025,2050,0,125.9691,240.6276,120.902321758104,1.69447856062688e-06
"391","1901_13_TeamLL_TeamB",20,65.5308,201.969,-0.688683,9,624925,626025,623175,1750,0,125.6157,246.5772,74.8337271238711,0.000367659616274708
"392","1901_13_TeamLL_TeamB",21,-125.4024,315.195,-0.508443,7,682075,684675,679075,3000,0,-133.5084,244.7667,70.893248457734,0.0446905124127158
"393","1901_13_TeamLL_TeamB",49,122.3598,293.6907,1.5,9,1563774,1563774,1559324,4450,1,110.4933,274.6602,22.4270763252815,0.999827988421806
"394","1901_13_TeamLL_TeamB",97,-32.9856,173.2995,-0.486876,8,2946073,2948473,2944323,1750,0,-5.9541,294.0444,123.733717588457,4.07371362439998e-07
"395","1901_13_TeamLL_TeamB",101,-26.45082,319.896,-0.453891,8,3081123,3081123,3078123,3000,1,-7.8084,302.8314,25.2733139223253,0.96397269413677
"396","1901_13_TeamLL_TeamB",107,88.3311,288.5259,1.5,9,3360122,3360122,3354872,5250,1,133.3974,235.1445,69.860899376189,0.991970305176751
"397","1901_13_TeamLL_TeamB",118,-4.1322,346.962,1.5,8,3612422,3612422,3608722,3700,1,8.9706,313.6128,35.8308876317626,0.985570517068459
"398","1901_13_TeamLL_TeamB",119,37.5108,300.471,1.021134,8,3769072,3769072,3764472,4600,1,-13.6443,314.3115,52.9943741944369,0.992820447116322
"399","1901_13_TeamLL_TeamB",130,-9.0609,129.5097,-0.1798146,8,3991872,3994472,3990272,1600,0,-10.1655,301.8489,172.342739904529,2.80547894170974e-10
"400","1901_13_TeamLL_TeamB",143,-201.3198,260.3787,1.5,7,4530421,4531971,4526771,3650,0,-124.2477,248.5851,77.9692093032243,0.140341234928507
"401","1901_13_TeamLL_TeamB",146,-112.4481,227.082,1.5,7,4660021,4660021,4654171,5850,1,-132.4419,255.5205,34.7634912039916,0.999992219337638
"402","1901_13_TeamLL_TeamB",154,2.037528,367.353,0.362799,8,4907821,4907821,4902921,4900,1,-16.2618,310.4259,59.795987487971,0.99340000839944
"403","1901_13_TeamLL_TeamB",159,-23.66031,283.3698,0.2671914,8,5148271,5148271,5142671,5600,1,-18.2898,311.7132,28.8477157019425,0.999991932964937
"404","1901_13_TeamLL_TeamB",166,219.0615,222.4998,1.5,9,5436720,5438820,5431870,4850,0,114.2064,268.3692,114.449088473303,0.0592975281537755
"405","1901_13_TeamLL_TeamB",186,-3.91551,266.6049,-1.823094,8,6288570,6288570,6285570,3000,1,8.2812,317.1369,51.9831007042106,0.394008503528379
"406","1901_13_TeamLL_TeamB",207,156.0648,162.0618,-1.22754,9,7124169,7128419,7121919,2250,0,131.4576,237.6999,79.5401562951067,0.00106462066409488
"407","1901_13_TeamLL_TeamB",216,-29.31492,281.4558,0.8874,8,7404018,7404018,7400818,3200,1,12.9819,311.0088,51.5984572551583,0.577033416831363
"408","1901_13_TeamLL_TeamB",218,29.4351,363.363,1.5,8,7471868,7471868,7467868,4000,1,-20.4132,309.9627,73.050975715455,0.518808918748914
"409","1901_13_TeamLL_TeamB",225,-157.9863,309.219,1.5,7,7763318,7763318,7758168,5150,1,-137.0811,261.7551,51.863756036851,0.999068216234703
"410","1901_14_TeamLL_TeamB",2,-179.6571,191.7036,1.5,7,72602,73352,69352,3250,0,-147.4758,243.8871,61.3086759108367,0.295483147057253
"411","1901_14_TeamLL_TeamB",17,119.3058,226.7469,1.5,9,546901,546901,541101,5800,1,113.1021,277.7199,51.349124848336,0.999907081786153
"412","1901_14_TeamLL_TeamB",24,-51.0789,231.9798,-0.673491,8,840451,842051,837901,2550,0,-8.7525,300.9288,80.9041948106524,0.00246632674052958
"413","1901_14_TeamLL_TeamB",37,18.5121,368.061,1.5,8,1294351,1294351,1288551,5800,1,3.6438,311.6055,58.3805603359543,0.999752811583157
"414","1901_14_TeamLL_TeamB",41,-5.19525,150.9822,0.00490167,8,1372201,1374951,1370601,1600,0,-10.8591,313.3791,162.495637868936,1.10455133149224e-09
"415","1901_14_TeamLL_TeamB",45,98.5437,313.359,-0.762738,8,1497251,1497251,1491901,5350,1,9.6534,313.0011,88.8910205054481,0.924968606403598
"416","1901_14_TeamLL_TeamB",69,162.3117,235.7748,-0.774555,9,2279700,2279700,2275950,3750,1,119.5626,239.8185,42.9399238529832,0.967905626880029
"417","1901_14_TeamLL_TeamB",94,-26.48865,316.533,1.499355,8,3292849,3292849,3287449,5400,1,-6.0957,311.0952,21.1054987750231,0.999994537808334
"418","1901_14_TeamLL_TeamB",98,214.0692,217.5711,0.0708,9,3408999,3408999,3403399,5600,1,125.8179,263.7447,99.6006691174813,0.867705359817165
"419","1901_14_TeamLL_TeamB",108,-65.9079,254.9445,-0.848313,7,3822198,3823548,3819948,2250,0,-128.6748,272.136,65.078655547422,0.00791207150175959
"420","1901_14_TeamLL_TeamB",112,111.6465,299.3367,1.5,9,3968248,3968248,3962898,5350,1,119.1123,245.7714,54.0830799208958,0.999361771825166
"421","1901_14_TeamLL_TeamB",117,87.5766,166.1481,-0.1162626,9,4133298,4134948,4131298,2000,0,114.1422,259.356,96.9197798479237,4.01717928266971e-05
"422","1901_14_TeamLL_TeamB",128,45.054,107.1201,0.47967,9,4545598,4547998,4544698,900,0,129.612,232.8831,151.546651342087,4.56919509786451e-10
"423","1901_14_TeamLL_TeamB",142,116.6079,344.256,1.494792,9,5079597,5081397,5075397,4200,0,113.9529,247.9377,96.3548853971089,0.0772412855293224
"424","1901_14_TeamLL_TeamB",148,-69.9894,363.294,1.49814,8,5287347,5287347,5281597,5750,1,-7.7418,299.2353,89.3212222903941,0.978691653192726
"425","1901_14_TeamLL_TeamB",152,-79.0884,223.3908,-1.60752,7,5404797,5404797,5398497,6300,1,-143.0901,263.5434,75.5542777720097,0.999516471750782
"426","1901_14_TeamLL_TeamB",158,81.963,210.657,-0.1332642,9,5677247,5678397,5675247,2000,0,122.3931,257.6133,61.9635949223413,0.00518209326334174
"427","1901_14_TeamLL_TeamB",160,-54.1704,368.568,1.499061,8,5796846,5796846,5790746,6100,1,-8.8452,315.993,69.4154477046716,0.999590722435976
"428","1901_14_TeamLL_TeamB",185,85.6833,345.684,1.489428,8,6854345,6856695,6849895,4450,0,-13.2939,311.0784,104.852437602566,0.0571298253082878
"429","1901_14_TeamLL_TeamB",187,-75.1089,257.964,1.5,8,6928195,6928195,6921645,6550,1,-12.1818,296.2629,73.6656341560975,0.999842546966022
"430","1901_14_TeamLL_TeamB",221,38.6274,288.2376,1.5,8,8071494,8071494,8066094,5400,1,11.8578,301.2861,29.7804438585122,0.999981731928098
"431","1901_14_TeamLL_TeamB",250,60.9795,366.432,1.5,8,9109893,9109893,9105043,4850,1,-7.1241,315.4095,85.0963914582164,0.789354942600148
"432","1901_15_TeamLL_TeamB",17,-47.8473,331.482,0.939885,8,502871,502871,499121,3750,1,-13.3359,305.9715,42.9164576847857,0.968006923588074
"433","1901_15_TeamLL_TeamB",28,129.225,273.9555,1.5,9,891671,891671,887921,3750,1,131.4684,262.9845,11.1980214573825,0.999600168494449
"434","1901_15_TeamLL_TeamB",29,-96.1635,264.5184,-0.651954,7,923221,923821,920421,2800,0,-151.1094,264.93,54.9474416271586,0.177903285454219
"435","1901_15_TeamLL_TeamB",35,-142.3167,334.167,1.5,7,1076970,1076970,1073020,3950,1,-144.2871,269.7165,64.4806127949324,0.749536456878517
"436","1901_15_TeamLL_TeamB",40,-132.3201,264.6789,1.5,7,1310520,1310520,1305720,4800,1,-142.7154,263.0466,10.522673870267,0.999990147664799
"437","1901_15_TeamLL_TeamB",49,20.21778,276.6708,-0.492612,8,1629320,1630020,1626720,2600,0,-16.7751,298.7028,43.0567322807294,0.362779246487639
"438","1901_15_TeamLL_TeamB",63,-6.2283,303.144,1.5,8,2147119,2147119,2142219,4900,1,-31.2141,301.9968,25.0121224505239,0.999947520604194
"439","1901_15_TeamLL_TeamB",72,-42.5334,254.838,1.5,8,2374719,2374719,2368919,5800,1,21.8145,311.241,85.5683974572973,0.98924212975505
"440","1901_15_TeamLL_TeamB",79,60.8508,286.5786,1.5,9,2633819,2633819,2627969,5850,1,116.1309,264.2724,59.610871612903,0.999752976140444
"441","1901_15_TeamLL_TeamB",88,-113.154,256.8003,1.5,7,2933819,2933819,2931019,2800,1,-142.2423,271.2756,32.4909757775909,0.831278319615145
"442","1901_15_TeamLL_TeamB",95,137.4066,186.9894,-0.744897,9,3100669,3102719,3098419,2250,0,119.9628,252.0288,67.3380257417754,0.00578971725524274
"443","1901_15_TeamLL_TeamB",100,66.1509,215.2287,0.515397,9,3371068,3371068,3364968,6100,1,107.1339,265.1097,64.5578844913617,0.999791788708153
"444","1901_15_TeamLL_TeamB",118,-110.3193,262.05,-2.985141,7,4051218,4051218,4048018,3200,1,-149.5311,239.5899,45.188730356694,0.768998972652722
"445","1901_15_TeamLL_TeamB",125,6.21678,272.9562,3.60795,8,4214217,4214217,4210868,3349,1,-27.1632,305.6871,46.7497045938303,0.81722531228097
"446","1901_15_TeamLL_TeamB",141,87.3144,332.928,1.5,9,4808867,4808867,4803717,5150,1,113.8377,255.6078,81.7428820811329,0.943699907820806
"447","1901_15_TeamLL_TeamB",210,-226.3125,223.5879,1.5,7,7624964,7624964,7618664,6300,1,-135.672,273.3609,103.407213332775,0.977191347482652
"448","1901_15_TeamLL_TeamB",228,32.5305,389.247,1.5,8,8310164,8310164,8305014,5150,1,-8.6172,312.1662,87.3761005305799,0.884435475446453
"449","1901_15_TeamLL_TeamB",243,-231.8691,235.5213,1.5,7,8912063,8912063,8906113,5950,1,-140.7282,269.3121,97.203301474024,0.968253585234438
"450","1901_15_TeamLL_TeamB",246,-5.1453,273.7083,1.5,8,9002213,9002213,8996563,5650,1,-21.1317,278.8833,16.8031428595962,0.99999872923105
"451","1901_16_TeamLH_TeamA3",13,112.3614,192.0819,2.767974,9,406380,406380,401780,4600,1,121.4883,264.8841,73.3720698116797,0.890249203354338
"452","1901_16_TeamLH_TeamA3",34,-146.2662,252.6228,0.744696,7,1064380,1064380,1059430,4950,1,-115.8657,245.0322,31.3338093536359,0.999893485390615
"453","1901_16_TeamLH_TeamA3",35,-80.9988,191.5863,5.31582,7,1145779,1145779,1139379,6400,1,-122.1348,248.4432,70.1774719807575,0.999837717114609
"454","1901_16_TeamLH_TeamA3",43,156.9423,268.3401,-0.161076,9,1496279,1496279,1491529,4750,1,116.6721,253.0758,43.066087151377,0.998916784884706
"455","1901_16_TeamLH_TeamA3",48,-49.9083,253.035,-0.933735,8,1614229,1615729,1611879,2350,0,-15.1923,307.185,64.3228043231947,0.0123405931322535
"456","1901_16_TeamLH_TeamA3",90,-68.1339,301.176,-0.322887,8,3097374,3097374,3091774,5600,1,-15.9453,316.5354,54.4018486663826,0.999717421887351
"457","1901_16_TeamLH_TeamA3",139,73.9779,241.5531,-0.379506,9,4782322,4783772,4780072,2250,0,127.7976,258.903,56.5471408481455,0.0254796275179113
"458","1901_16_TeamLH_TeamA3",145,-73.7775,126.3195,-0.886692,7,5008722,5010572,5007522,1200,0,-129.6693,244.3956,130.636360552681,2.35294103930408e-08
"459","1901_16_TeamLH_TeamA3",192,-137.5869,220.6587,5.92143,7,6808921,6808921,6803121,5800,1,-114.336,249.3942,36.963946096974,0.99998744934842
"460","1901_16_TeamLH_TeamA3",197,121.3854,226.2303,6.97938,9,6954120,6954120,6949220,4900,1,128.9529,254.8587,29.6116926704638,0.999900465010424
"461","1901_16_TeamLH_TeamA3",199,-24.25104,331.746,-0.512409,8,7006520,7006520,7003220,3300,1,23.4252,317.2257,49.8383684787895,0.710815491834808
"462","1901_16_TeamLH_TeamA3",216,15.48534,332.829,4.86888,8,7612520,7612520,7606920,5600,1,-9.7959,326.814,25.9869452021125,0.999994582432848
"463","1901_16_TeamLH_TeamA3",218,4.2378,223.8789,-1.123761,8,7661620,7663620,7659720,1900,0,-18.1035,328.0356,106.525827105824,7.4820870640592e-06
"464","1901_16_TeamLH_TeamA3",250,-33.0456,384.282,-0.6927,8,9008768,9010368,9003918,4850,0,-9.4539,307.2483,80.5652483678912,0.875626883740463
"465","1901_16_TeamLH_TeamA3",270,-126.8193,256.2594,4.0848,7,9654168,9654168,9650568,3600,1,-142.7085,213.2244,45.8745888443701,0.922895300326425
"466","1901_16_TeamLH_TeamA3",276,-137.6097,261.5373,-0.559605,7,9783718,9783718,9779368,4350,1,-141.5136,204.5262,57.1446056808515,0.970466515367299
"467","1901_16_TeamLH_TeamA3",283,-16.15773,263.7534,-0.682713,8,10109067,10109067,10103717,5350,1,-34.0581,300.9825,41.3089473715671,0.999892077550397
"468","1901_16_TeamLH_TeamA3",285,-89.5287,353.766,-0.7728,7,10324867,10327017,10319417,5450,0,-130.929,234.6684,126.088156326635,0.0893825892379082
"469","1901_16_TeamLH_TeamA3",298,69.2979,250.7556,-0.374517,8,10779667,10785817,10777117,2550,0,23.2143,305.5572,71.6024688926297,0.00894205511360175
"470","1901_17_TeamLH_TeamA3",20,-44.3304,368.115,0.858501,8,643444,643444,637844,5600,1,-14.2017,326.2575,51.5731409741544,0.999809363696336
"471","1901_17_TeamLH_TeamA3",31,-85.452,103.8894,-1.859328,7,1040939,1043439,1039489,1450,0,-137.9658,221.9397,129.203608775181,6.7837287045643e-08
"472","1901_17_TeamLH_TeamA3",66,42.3135,321.654,2.137383,8,1933588,1933588,1928638,4950,1,-17.3001,333.3918,60.7581867224492,0.993644412588686
"473","1901_17_TeamLH_TeamA3",75,-168.2208,255.8373,-0.195,7,2214188,2218688,2210138,4050,0,-124.2189,229.3851,51.3408812589928,0.963336489596744
"474","1901_17_TeamLH_TeamA3",76,46.0827,371.1,-1.692756,8,2263638,2266588,2258838,4800,0,-15.1854,273.696,115.070931575311,0.0464199018632206
"475","1901_17_TeamLH_TeamA3",83,-91.926,274.6602,4.62828,7,2506438,2506438,2502538,3900,1,-126.9579,240.7233,48.7744523210666,0.957308335049188
"476","1901_17_TeamLH_TeamA3",90,-29.70498,262.9527,-0.02463132,8,2774737,2775437,2772137,2600,0,-16.6263,327.3684,65.7300104749147,0.0236876629353715
"477","1901_17_TeamLH_TeamA3",94,-84.1689,335.436,-0.558606,8,2921837,2924287,2917537,4300,0,22.5993,319.9569,107.884433854241,0.0231746136912368
"478","1901_17_TeamLH_TeamA3",139,58.1178,243.8469,5.70618,9,4499086,4499086,4492636,6450,1,125.6952,260.655,69.6363211001988,0.99987325580009
"479","1901_17_TeamLH_TeamA3",155,132.5091,222.1125,6.03174,9,4963785,4963785,4961035,2750,1,119.451,235.5987,18.7720954091439,0.965514388085292
"480","1901_17_TeamLH_TeamA3",168,73.1721,365.064,-0.4068,8,5496185,5496785,5491535,4650,0,-10.9986,323.388,93.9233502090402,0.355488294579569
"481","1901_17_TeamLH_TeamA3",181,63.4152,196.9071,7.095,9,6014234,6014234,6007934,6300,1,123.1947,258.3741,85.7425256757112,0.998006740639031
"482","1901_17_TeamLH_TeamA3",204,-16.58682,384.519,-2.231679,8,6899783,6901233,6895233,4550,0,-10.7352,298.8504,85.8682157878246,0.545442194452243
"483","1901_17_TeamLH_TeamA3",236,-133.1061,274.3674,5.1126,7,7952182,7952182,7948632,3550,1,-108.8304,257.1417,29.766329148553,0.989566994999133
"484","1901_17_TeamLH_TeamA3",265,-36.4365,322.056,4.73004,8,9194481,9194481,9189031,5450,1,-12.5607,323.6271,23.9274357349466,0.999993187944769
"485","1901_17_TeamLH_TeamA3",295,-175.9206,179.5473,2.014176,7,10234330,10234330,10229480,4850,1,-113.313,250.2795,94.4603392678642,0.504458258550529
"486","1901_17_TeamLH_TeamA3",297,-62.7027,296.7852,4.02432,8,10345880,10345880,10340330,5550,1,-13.242,295.704,49.4725159854439,0.999830994531678
"487","1901_17_TeamLH_TeamA3",338,-121.7091,164.3088,-1.011129,7,11972179,11975079,11970179,2000,0,-106.92,256.0737,92.9489878956194,6.98089475275166e-05
"488","1901_17_TeamLH_TeamA3",350,-133.0065,177.0714,-0.679143,7,12418328,12421328,12415678,2650,0,-113.1213,250.083,75.6710969498923,0.00717133558028463
"489","1901_18_TeamLH_TeamA3",40,55.2117,187.0014,-0.967608,9,1273702,1275852,1271902,1800,0,120.0954,263.517,100.322138977645,1.25799952359266e-05
"490","1901_18_TeamLH_TeamA3",43,151.5948,221.4009,0.1367874,9,1352302,1353002,1349802,2500,0,127.6764,252.0243,38.8572063602107,0.42003113959282
